,テキスト,部,章,章（ラベル）,テキスト_形態素
1180,　私が今おる家へ引っ越したのはそれから間もなくでした。奥さんもお嬢さんも前の所にいるのを厭がりますし、私もその夜の記憶を毎晩繰り返すのが苦痛だったので、相談の上移る事に極めたのです。,[3]下＿先生と遺書,3_51,下・五十一,"['私', 'が', '今', 'おる', '家', 'へ', '引っ越す', 'た', 'の', 'は', 'それ', 'から', '間もなく', 'です', 'た', '奥さん', 'も', 'お嬢さん', 'も', '前', 'の', '所', 'に', 'いる', 'の', 'を', '厭', 'がる', 'ます', 'し', '私', 'も', 'その', '夜', 'の', '記憶', 'を', '毎晩', '繰り返す', 'の', 'が', '苦痛', 'だ', 'た', 'ので', '相談', 'の', '上', '移る', '事', 'に', '極める', 'た', 'の', 'です']"
1181,　移って二カ月ほどしてから私は無事に大学を卒業しました。卒業して半年も経たないうちに、私はとうとうお嬢さんと結婚しました。外側から見れば、万事が予期通りに運んだのですから、目出度といわなければなりません。奥さんもお嬢さんもいかにも幸福らしく見えました。私も幸福だったのです。けれども私の幸福には黒い影が随いていました。私はこの幸福が最後に私を悲しい運命に連れて行く導火線ではなかろうかと思いました。,[3]下＿先生と遺書,3_51,下・五十一,"['移る', 'て', '二', 'カ月', 'ほど', 'する', 'て', 'から', '私', 'は', '無事', 'に', '大学', 'を', '卒業', 'する', 'ます', 'た', '卒業', 'する', 'て', '半年', 'も', '経つ', 'ない', 'うち', 'に', '私', 'は', 'とうとう', 'お嬢さん', 'と', '結婚', 'する', 'ます', 'た', '外側', 'から', '見る', 'ば', '万事', 'が', '予期', '通り', 'に', '運ぶ', 'だ', 'の', 'です', 'から', '目出度い', 'と', 'いう', 'ない', 'ば', 'なる', 'ます', 'ん', '奥さん', 'も', 'お嬢さん', 'も', 'いかにも', '幸福', 'らしい', '見える', 'ます', 'た', '私', 'も', '幸福', 'だ', 'た', 'の', 'です', 'けれども', '私', 'の', '幸福', 'に', 'は', '黒い', '影', 'が', '随', 'いる', 'て', 'いる', 'ます', 'た', '私', 'は', 'この', '幸福', 'が', '最後', 'に', '私', 'を', '悲しい', '運命', 'に', '連れる', 'て', '行く', '導火', '線', 'で', 'は', 'ない', 'う', 'か', 'と', '思う', 'ます', 'た']"
1182,　結婚した時お嬢さんが、――もうお嬢さんではありませんから、妻といいます。妻が、何を思い出したのか、二人でKの墓参りをしようといい出しました。私は意味もなくただぎょっとしました。どうしてそんな事を急に思い立ったのかと聞きました。妻は二人揃ってお参りをしたら、Kがさぞ喜ぶだろうというのです。私は何事も知らない妻の顔をしけじけ眺めていましたが、妻からなぜそんな顔をするのかと問われて始めて気が付きました。,[3]下＿先生と遺書,3_51,下・五十一,"['結婚', 'する', 'た', '時', 'お嬢さん', 'が', 'もう', 'お嬢さん', 'で', 'は', 'ある', 'ます', 'ん', 'から', '妻', 'と', 'いう', 'ます', '妻', 'が', '何', 'を', '思い出す', 'た', 'の', 'か', '二', '人', 'で', 'K', 'の', '墓参り', 'を', 'する', 'う', 'と', 'いう', '出す', 'ます', 'た', '私', 'は', '意味', 'も', 'ない', 'ただ', 'ぎょっと', 'する', 'ます', 'た', 'どうして', 'そんな', '事', 'を', '急', 'に', '思い立つ', 'た', 'の', 'か', 'と', '聞く', 'ます', 'た', '妻', 'は', '二', '人', '揃う', 'て', 'お参り', 'を', 'する', 'た', 'K', 'が', 'さぞ', '喜ぶ', 'だ', 'う', 'という', 'の', 'です', '私', 'は', '何事', 'も', '知る', 'ない', '妻', 'の', '顔', 'を', 'しける', 'じ', 'け', '眺める', 'て', 'いる', 'ます', 'た', 'が', '妻', 'から', 'なぜ', 'そんな', '顔', 'を', 'する', 'の', 'か', 'と', '問う', 'れる', 'て', '始める', 'て', '気が付く', 'ます', 'た']"
1183,　私は妻の望み通り二人連れ立って雑司ケ谷へ行きました。私は新しいKの墓へ水をかけて洗ってやりました。妻はその前へ線香と花を立てました。二人は頭を下げて、合掌しました。妻は定めて私といっしょになった顛末を述べてKに喜んでもらうつもりでしたろう。私は腹の中で、ただ自分が悪かったと繰り返すだけでした。,[3]下＿先生と遺書,3_51,下・五十一,"['私', 'は', '妻', 'の', '望み', '通り', '二', '人', '連れ立つ', 'て', '雑司ケ谷', 'へ', '行く', 'ます', 'た', '私', 'は', '新しい', 'K', 'の', '墓', 'へ', '水', 'を', 'かける', 'て', '洗う', 'て', 'やる', 'ます', 'た', '妻', 'は', 'その', '前', 'へ', '線香', 'と', '花', 'を', '立てる', 'ます', 'た', '二', '人', 'は', '頭', 'を', '下げる', 'て', '合掌', 'する', 'ます', 'た', '妻', 'は', '定める', 'て', '私', 'と', 'いっしょ', 'に', 'なる', 'た', '顛末', 'を', '述べる', 'て', 'K', 'に', '喜ぶ', 'で', 'もらう', 'つもり', 'です', 'た', 'う', '私', 'は', '腹の中', 'で', 'ただ', '自分', 'が', '悪い', 'た', 'と', '繰り返す', 'だけ', 'です', 'た']"
1184,　その時妻はKの墓を撫でてみて立派だと評していました。その墓は大したものではないのですけれども、私が自分で石屋へ行って見立てたりした因縁があるので、妻はとくにそういいたかったのでしょう。私はその新しい墓と、新しい私の妻と、それから地面の下に埋められたKの新しい白骨とを思い比べて、運命の冷罵を感ぜずにはいられなかったのです。私はそれ以後決して妻といっしょにKの墓参りをしない事にしました。,[3]下＿先生と遺書,3_51,下・五十一,"['その', '時', '妻', 'は', 'K', 'の', '墓', 'を', '撫でる', 'て', 'みる', 'て', '立派', 'だ', 'と', '評す', 'て', 'いる', 'ます', 'た', 'その', '墓', 'は', '大した', 'もの', 'だ', 'は', 'ない', 'の', 'です', 'けれども', '私', 'が', '自分', 'で', '石屋', 'へ', '行く', 'て', '見立てる', 'たり', 'する', 'た', '因縁', 'が', 'ある', 'ので', '妻', 'は', 'とくに', 'そう', 'いう', 'たい', 'た', 'の', 'です', 'う', '私', 'は', 'その', '新しい', '墓', 'と', '新しい', '私', 'の', '妻', 'と', 'それから', '地面', 'の', '下', 'に', '埋める', 'られる', 'た', 'K', 'の', '新しい', '白骨', 'と', 'を', '思う', '比べる', 'て', '運命', 'の', '冷罵', 'を', '感ずる', 'ぬ', 'に', 'は', 'いる', 'られる', 'ない', 'た', 'の', 'です', '私', 'は', 'それ', '以後', '決して', '妻', 'と', 'いっしょ', 'に', 'K', 'の', '墓参り', 'を', 'する', 'ない', '事', 'に', 'する', 'ます', 'た']"
1185,「私の亡友に対するこうした感じはいつまでも続きました。実は私も初めからそれを恐れていたのです。年来の希望であった結婚すら、不安のうちに式を挙げたといえばいえない事もないでしょう。しかし自分で自分の先が見えない人間の事ですから、ことによるとあるいはこれが私の心持を一転して新しい生涯に入る端緒になるかも知れないとも思ったのです。ところがいよいよ夫として朝夕妻と顔を合せてみると、私の果敢ない希望は手厳しい現実のために脆くも破壊されてしまいました。私は妻と顔を合せているうちに、卒然Kに脅かされるのです。つまり妻が中間に立って、Kと私をどこまでも結び付けて離さないようにするのです。妻のどこにも不足を感じない私は、ただこの一点において彼女を遠ざけたがりました。すると女の胸にはすぐそれが映ります。映るけれども、理由は解らないのです。私は時々妻からなぜそんなに考えているのだとか、何か気に入らない事があるのだろうとかいう詰問を受けました。笑って済ませる時はそれで差支えないのですが、時によると、妻の癇も高じて来ます。しまいには「あなたは私を嫌っていらっしゃるんでしょう」とか、「何でも私に隠していらっしゃる事があるに違いない」とかいう怨言も聞かなくてはなりません。私はそのたびに苦しみました。,[3]下＿先生と遺書,3_52,下・五十二,"['私', 'の', '亡友', 'に対する', 'こうした', '感じ', 'は', 'いつ', 'まで', 'も', '続く', 'ます', 'た', '実は', '私', 'も', '初め', 'から', 'それ', 'を', '恐れる', 'て', 'いる', 'た', 'の', 'です', '年来', 'の', '希望', 'だ', 'ある', 'た', '結婚', 'すら', '不安', 'の', 'うち', 'に', '式', 'を', '挙げる', 'た', 'と', 'いう', 'ば', 'いえる', 'ない', '事', 'も', 'ない', 'です', 'う', 'しかし', '自分', 'で', '自分', 'の', '先', 'が', '見える', 'ない', '人間', 'の', '事', 'です', 'から', 'ことに', 'よる', 'と', 'あるいは', 'これ', 'が', '私', 'の', '心持', 'を', '一転', 'する', 'て', '新しい', '生涯', 'に', '入る', '端緒', 'に', 'なる', 'かも', '知れる', 'ない', 'と', 'も', '思う', 'た', 'の', 'です', 'ところが', 'いよいよ', '夫', 'として', '朝夕', '妻', 'と', '顔', 'を', '合せる', 'て', 'みる', 'と', '私', 'の', '果敢ない', '希望', 'は', '手厳しい', '現実', 'の', 'ため', 'に', '脆い', 'も', '破壊', 'する', 'れる', 'て', 'しまう', 'ます', 'た', '私', 'は', '妻', 'と', '顔', 'を', '合せる', 'て', 'いる', 'うち', 'に', '卒然', 'K', 'に', '脅かす', 'れる', 'の', 'です', 'つまり', '妻', 'が', '中間', 'に', '立つ', 'て', 'K', 'と', '私', 'を', 'どこ', 'まで', 'も', '結び付ける', 'て', '離す', 'ない', 'よう', 'に', 'する', 'の', 'です', '妻', 'の', 'どこ', 'に', 'も', '不足', 'を', '感じる', 'ない', '私', 'は', 'ただ', 'この', '一', '点', 'において', '彼女', 'を', '遠ざける', 'たい', 'がる', 'ます', 'た', 'すると', '女', 'の', '胸', 'に', 'は', 'すぐ', 'それ', 'が', '映る', 'ます', '映る', 'けれども', '理由', 'は', '解る', 'ない', 'の', 'です', '私', 'は', '時々', '妻', 'から', 'なぜ', 'そんなに', '考える', 'て', 'いる', 'の', 'だ', 'とか', '何', 'か', '気に入る', 'ない', '事', 'が', 'ある', 'の', 'だ', 'う', 'とかいう', '詰問', 'を', '受ける', 'ます', 'た', '笑う', 'て', '済ませる', '時', 'は', 'それ', 'で', '差支える', 'ない', 'の', 'です', 'が', '時に', 'よる', 'と', '妻', 'の', '癇', 'も', '高じる', 'て', '来る', 'ます', 'しまいに', 'は', 'あなた', 'は', '私', 'を', '嫌う', 'て', 'いらっしゃる', 'ん', 'です', 'う', 'とか', '何でも', '私', 'に', '隠す', 'て', 'いらっしゃる', '事', 'が', 'ある', 'に', '違い', 'ない', 'とかいう', '怨言', 'も', '聞く', 'ない', 'て', 'は', 'なる', 'ます', 'ん', '私', 'は', 'その', 'たび', 'に', '苦しむ', 'ます', 'た']"
1186,　私は一層思い切って、ありのままを妻に打ち明けようとした事が何度もあります。しかしいざという間際になると自分以外のある力が不意に来て私を抑え付けるのです。私を理解してくれるあなたの事だから、説明する必要もあるまいと思いますが、話すべき筋だから話しておきます。その時分の私は妻に対して己れを飾る気はまるでなかったのです。もし私が亡友に対すると同じような善良な心で、妻の前に懺悔の言葉を並べたなら、妻は嬉し涙をこぼしても私の罪を許してくれたに違いないのです。それをあえてしない私に利害の打算があるはずはありません。私はただ妻の記憶に暗黒な一点を印するに忍びなかったから打ち明けなかったのです。純白なものに一雫の印気でも容赦なく振り掛けるのは、私にとって大変な苦痛だったのだと解釈して下さい。,[3]下＿先生と遺書,3_52,下・五十二,"['私', 'は', '一層', '思い切る', 'て', 'ありのまま', 'を', '妻', 'に', '打ち明ける', 'う', 'と', 'する', 'た', '事', 'が', '何', '度', 'も', 'ある', 'ます', 'しかし', 'いざ', 'という', '間際', 'に', 'なる', 'と', '自分', '以外', 'の', 'ある', '力', 'が', '不意', 'に', '来る', 'て', '私', 'を', '抑える', '付ける', 'の', 'です', '私', 'を', '理解', 'する', 'て', 'くれる', 'あなた', 'の', '事', 'だ', 'から', '説明', 'する', '必要', 'も', 'ある', 'まい', 'と', '思う', 'ます', 'が', '話す', 'べし', '筋', 'だ', 'から', '話す', 'て', 'おく', 'ます', 'その', '時分', 'の', '私', 'は', '妻', 'に対して', '己', 'る', 'を', '飾る', '気', 'はまる', 'だ', 'ない', 'た', 'の', 'です', 'もし', '私', 'が', '亡友', 'に対する', 'と', '同じ', 'よう', 'だ', '善良', 'だ', '心', 'で', '妻', 'の', '前', 'に', '懺悔', 'の', '言葉', 'を', '並べる', 'た', 'だ', '妻', 'は', '嬉し涙', 'を', 'こぼす', 'て', 'も', '私', 'の', '罪', 'を', '許す', 'て', 'くれる', 'た', 'に', '違い', 'ない', 'の', 'です', 'それ', 'を', 'あえて', 'する', 'ない', '私', 'に', '利害', 'の', '打算', 'が', 'ある', 'はず', 'は', 'ある', 'ます', 'ん', '私', 'は', 'ただ', '妻', 'の', '記憶', 'に', '暗黒', 'だ', '一', '点', 'を', '印する', 'に', '忍ぶ', 'ない', 'た', 'から', '打ち明ける', 'ない', 'た', 'の', 'です', '純白', 'だ', 'もの', 'に', '一', '雫', 'の', '印', '気', 'で', 'も', '容赦', 'ない', '振り掛ける', 'の', 'は', '私', 'にとって', '大変', 'だ', '苦痛', 'だ', 'た', 'の', 'だ', 'と', '解釈', 'する', 'て', '下さる']"
1187,　一年経ってもKを忘れる事のできなかった私の心は常に不安でした。私はこの不安を駆逐するために書物に溺れようと力めました。私は猛烈な勢をもって勉強し始めたのです。そうしてその結果を世の中に公にする日の来るのを待ちました。けれども無理に目的を拵えて、無理にその目的の達せられる日を待つのは嘘ですから不愉快です。私はどうしても書物のなかに心を埋めていられなくなりました。私はまた腕組みをして世の中を眺めだしたのです。,[3]下＿先生と遺書,3_52,下・五十二,"['一', '年', '経つ', 'て', 'も', 'K', 'を', '忘れる', '事', 'の', 'できる', 'ない', 'た', '私', 'の', '心', 'は', '常に', '不安', 'です', 'た', '私', 'は', 'この', '不安', 'を', '駆逐', 'する', 'ため', 'に', '書物', 'に', '溺れる', 'う', 'と', '力む', 'ます', 'た', '私', 'は', '猛烈', 'だ', '勢', 'を', 'もつ', 'て', '勉強', 'する', '始める', 'た', 'の', 'です', 'そうして', 'その', '結果', 'を', '世の中', 'に', '公', 'に', 'する', '日', 'の', '来る', 'の', 'を', '待つ', 'ます', 'た', 'けれども', '無理', 'に', '目的', 'を', '拵える', 'て', '無理', 'に', 'その', '目的', 'の', '達する', 'られる', '日', 'を', '待つ', 'の', 'は', '嘘', 'です', 'から', '不愉快', 'です', '私', 'は', 'どうしても', '書物', 'の', 'なか', 'に', '心', 'を', '埋める', 'て', 'いる', 'られる', 'ない', 'なる', 'ます', 'た', '私', 'は', 'また', '腕組み', 'を', 'する', 'て', '世の中', 'を', '眺める', 'だす', 'た', 'の', 'です']"
1188,　妻はそれを今日に困らないから心に弛みが出るのだと観察していたようでした。妻の家にも親子二人ぐらいは坐っていてどうかこうか暮して行ける財産がある上に、私も職業を求めないで差支えのない境遇にいたのですから、そう思われるのももっともです。私も幾分かスポイルされた気味がありましよう。しかし私の動かなくなった原因の主なものは、全くそこにはなかったのです。叔父に欺かれた当時の私は、他の頼みにならない事をつくづくと感じたには相違ありませんが、他を悪く取るだけあって、自分はまだ確かな気がしていました。世間はどうあろうともこの己は立派な人聞だという信念がどこかにあったのです。それがKのために美事に破壊されてしまって、自分もあの叔父と同じ人間だと意識した時、私は急にふらふらしました。他に愛想を尽かした私は、自分にも愛想を尽かして動けなくなったのです。,[3]下＿先生と遺書,3_52,下・五十二,"['妻', 'は', 'それ', 'を', '今日', 'に', '困る', 'ない', 'から', '心', 'に', '弛み', 'が', '出る', 'の', 'だ', 'と', '観察', 'する', 'て', 'いる', 'た', 'よう', 'です', 'た', '妻', 'の', '家', 'に', 'も', '親子', '二', '人', 'ぐらい', 'は', '坐る', 'て', 'いる', 'て', 'どう', 'かこう', 'か', '暮す', 'て', '行ける', '財産', 'が', 'ある', '上', 'に', '私', 'も', '職業', 'を', '求める', 'ない', 'で', '差支え', 'の', 'ない', '境遇', 'に', 'いる', 'た', 'の', 'です', 'から', 'そう', '思う', 'れる', 'の', 'も', 'もっとも', 'です', '私', 'も', '幾分', 'か', 'スポイル', 'する', 'れる', 'た', '気味', 'が', 'ある', 'ます', 'よう', 'しかし', '私', 'の', '動く', 'ない', 'なる', 'た', '原因', 'の', '主', 'だ', 'もの', 'は', '全く', 'そこ', 'に', 'は', 'ない', 'た', 'の', 'です', '叔父', 'に', '欺く', 'れる', 'た', '当時', 'の', '私', 'は', '他', 'の', '頼み', 'に', 'なる', 'ない', '事', 'を', 'つくづく', 'と', '感じる', 'た', 'に', 'は', '相違', 'ある', 'ます', 'ん', 'が', '他', 'を', '悪い', '取る', 'だけ', 'ある', 'て', '自分', 'は', 'まだ', '確か', 'だ', '気', 'が', 'する', 'て', 'いる', 'ます', 'た', '世間', 'は', 'どう', 'ある', 'う', 'と', 'も', 'この', '己', 'は', '立派', 'だ', '人', '聞', 'だ', 'という', '信念', 'が', 'どこ', 'か', 'に', 'ある', 'た', 'の', 'です', 'それ', 'が', 'K', 'の', 'ため', 'に', '美事', 'に', '破壊', 'する', 'れる', 'て', 'しまう', 'て', '自分', 'も', 'あの', '叔父', 'と', '同じ', '人間', 'だ', 'と', '意識', 'する', 'た', '時', '私', 'は', '急', 'に', 'ふらふら', 'する', 'ます', 'た', '他', 'に', '愛想', 'を', '尽かす', 'た', '私', 'は', '自分', 'に', 'も', '愛想', 'を', '尽かす', 'て', '動ける', 'ない', 'なる', 'た', 'の', 'です']"
1189,「書物の中に自分を生埋めにする事のできなかった私は、酒に魂を浸して、己れを忘れようと試みた時期もあります。私は酒が好きだとはいいません。けれども飲めば飲める質でしたから、ただ量を頼みに心を盛り潰そうと力めたのです。この浅薄な方便はしばらくするうちに私をなお厭世的にしました。私は爛酔の真最中にふと自分の位置に気が付くのです。自分はわざとこんな真似をして己れを偽っている愚物だという事に気が付くのです。すると身振いと共に眼も心も醒めてしまいます。時にはいくら飲んでもこうした仮装状態にさえ入り込めないでむやみに沈んで行く場合も出て来ます。その上技巧で愉快を買った後には、きっと沈鬱な反動があるのです。私は自分の最も愛している妻とその母親に、いつでもそこを見せなければならなかったのです。しかも彼らは彼らに自然な立場から私を解釈して掛ります。,[3]下＿先生と遺書,3_53,下・五十三,"['書物', 'の', '中', 'に', '自分', 'を', '生埋め', 'に', 'する', '事', 'の', 'できる', 'ない', 'た', '私', 'は', '酒', 'に', '魂', 'を', '浸す', 'て', '己', 'る', 'を', '忘れる', 'う', 'と', '試みる', 'た', '時期', 'も', 'ある', 'ます', '私', 'は', '酒', 'が', '好き', 'だ', 'と', 'は', 'いう', 'ます', 'ん', 'けれども', '飲む', 'ば', '飲める', '質', 'です', 'た', 'から', 'ただ', '量', 'を', '頼み', 'に', '心', 'を', '盛り潰す', 'う', 'と', '力む', 'た', 'の', 'です', 'この', '浅薄', 'だ', '方便', 'は', 'しばらく', 'する', 'うち', 'に', '私', 'を', 'なお', '厭世', '的', 'に', 'する', 'ます', 'た', '私', 'は', '爛酔', 'の', '真最中', 'に', 'ふと', '自分', 'の', '位置', 'に', '気が付く', 'の', 'です', '自分', 'は', 'わざと', 'こんな', '真似', 'を', 'する', 'て', '己', 'る', 'を', '偽る', 'て', 'いる', '愚物', 'だ', 'という', '事', 'に', '気が付く', 'の', 'です', 'すると', '身', '振る', 'いる', 'と共に', '眼', 'も', '心', 'も', '醒める', 'て', 'しまう', 'ます', '時', 'に', 'は', 'いくら', '飲む', 'で', 'も', 'こうした', '仮装', '状態', 'に', 'さえ', '入り込める', 'ない', 'で', 'むやみ', 'に', '沈む', 'で', '行く', '場合', 'も', '出る', 'て', '来る', 'ます', 'その', '上', '技巧', 'で', '愉快', 'を', '買う', 'た', '後', 'に', 'は', 'きっと', '沈鬱', 'だ', '反動', 'が', 'ある', 'の', 'です', '私', 'は', '自分', 'の', '最も', '愛す', 'て', 'いる', '妻', 'と', 'その', '母親', 'に', 'いつ', 'でも', 'そこ', 'を', '見せる', 'ない', 'ば', 'なる', 'ない', 'た', 'の', 'です', 'しかも', '彼ら', 'は', '彼ら', 'に', '自然', 'だ', '立場', 'から', '私', 'を', '解釈', 'する', 'て', '掛る', 'ます']"
1190,　妻の母は時々気拙い事を妻にいうようでした。それを妻は私に隠していました。しかし自分は自分で、単独に私を責めなければ気が済まなかったらしいのです。責めるといっても、決して強い言葉ではありません。妻から何かいわれたために、私が激した例はほとんどなかったくらいですから。妻はたびたびどこが気に人らないのか遠慮なくいってくれと頼みました。それから私の未来のために酒を止めろと忠告しました。ある時は泣いて「あなたはこの頃人間が違った」といいました。それだけならまだいいのですけれども、「Kさんが生きていたら、あなたもそんなにはならなかったでしょう」というのです。私はそうかも知れないと答えた事がありましたが、私の答えた意味と、妻の了解した意味とは全く違っていたのですから、私は心のうちで悲しかったのです。それでも私は妻に何事も説明する気にはなれませんでした。,[3]下＿先生と遺書,3_53,下・五十三,"['妻', 'の', '母', 'は', '時々', '気', '拙い', '事', 'を', '妻', 'に', 'いう', 'よう', 'です', 'た', 'それ', 'を', '妻', 'は', '私', 'に', '隠す', 'て', 'いる', 'ます', 'た', 'しかし', '自分', 'は', '自分', 'で', '単独', 'に', '私', 'を', '責める', 'ない', 'ば', '気', 'が', '済まない', 'た', 'らしい', 'の', 'です', '責める', 'と', 'いう', 'て', 'も', '決して', '強い', '言葉', 'で', 'は', 'ある', 'ます', 'ん', '妻', 'から', '何', 'か', 'いう', 'れる', 'た', 'ため', 'に', '私', 'が', '激', 'する', 'た', '例', 'は', 'ほとんど', 'ない', 'た', 'くらい', 'です', 'から', '妻', 'は', 'たびたび', 'どこ', 'が', '気', 'に', '人', 'ら', 'ない', 'の', 'か', '遠慮ない', 'いく', 'て', 'くれる', 'と', '頼む', 'ます', 'た', 'それから', '私', 'の', '未来', 'の', 'ため', 'に', '酒', 'を', '止める', 'と', '忠告', 'する', 'ます', 'た', 'ある', '時', 'は', '泣く', 'て', 'あなた', 'は', 'この', '頃', '人間', 'が', '違う', 'た', 'と', 'いう', 'ます', 'た', 'それだけ', 'だ', 'まだ', 'いい', 'の', 'です', 'けれども', 'K', 'さん', 'が', '生きる', 'て', 'いる', 'た', 'あなた', 'も', 'そんなに', 'は', 'なる', 'ない', 'た', 'です', 'う', 'という', 'の', 'です', '私', 'は', 'そう', 'かも', '知れる', 'ない', 'と', '答える', 'た', '事', 'が', 'ある', 'ます', 'た', 'が', '私', 'の', '答える', 'た', '意味', 'と', '妻', 'の', '了解', 'する', 'た', '意味', 'と', 'は', '全く', '違う', 'て', 'いる', 'た', 'の', 'です', 'から', '私', 'は', '心', 'の', 'うち', 'で', '悲しい', 'た', 'の', 'です', 'それでも', '私', 'は', '妻', 'に', '何事', 'も', '説明', 'する', '気', 'に', 'は', 'なれる', 'ます', 'ん', 'です', 'た']"
1191,　私は時々妻に詫まりました。それは多く酒に酔って遅く帰った翌日の朝でした。妻は笑いました。あるいは黙っていました。たまにぼろぼろと涙を落す事もありました。私はどっちにしても自分が不愉快で堪らなかったのです。だから私の妻に詫まるのは、自分に詫まるのとつまり同じ事になるのです。私はしまいに酒を止めました。妻の忠告で止めたというより、自分で厭になったから止めたといった方が適当でしよう。,[3]下＿先生と遺書,3_53,下・五十三,"['私', 'は', '時々', '妻', 'に', '詫', 'まり', 'ます', 'た', 'それ', 'は', '多い', '酒', 'に', '酔う', 'て', '遅い', '帰る', 'た', '翌日', 'の', '朝', 'です', 'た', '妻', 'は', '笑う', 'ます', 'た', 'あるいは', '黙る', 'て', 'いる', 'ます', 'た', 'たま', 'に', 'ぼろぼろ', 'と', '涙', 'を', '落す', '事', 'も', 'ある', 'ます', 'た', '私', 'は', 'どっち', 'に', 'する', 'て', 'も', '自分', 'が', '不愉快', 'だ', '堪る', 'ない', 'た', 'の', 'です', 'だから', '私', 'の', '妻', 'に', '詫', 'まるい', 'の', 'は', '自分', 'に', '詫', 'まるい', 'の', 'と', 'つまる', '同じ', '事', 'に', 'なる', 'の', 'です', '私', 'は', 'しまいに', '酒', 'を', '止める', 'ます', 'た', '妻', 'の', '忠告', 'で', '止める', 'た', 'と', 'いう', 'より', '自分', 'で', '厭', 'に', 'なる', 'た', 'から', '止める', 'た', 'といった', '方', 'が', '適当', 'だ', 'する', 'う']"
1192,　酒は止めたけれども、何もする気にはなりません。仕方がないから書物を読みます。しかし読めば読んだなりで、打ち遣って置きます。私は妻から何のために勉強するのかという質問をたびたび受けました。私はただ苦笑していました。しかし腹の底では、世の中で自分が最も信愛しているたった一人の人間すら、自分を理解していないのかと思うと、悲しかったのです。理解させる手段があるのに、理解させる勇気が出せないのだと思うとますます悲しかったのです。私は寂寞でした。どこからも切り離されて世の中にたった一人住んでいるような気のした事もよくありました。,[3]下＿先生と遺書,3_53,下・五十三,"['酒', 'は', '止める', 'た', 'けれども', '何', 'も', 'する', '気', 'に', 'は', 'なる', 'ます', 'ん', '仕方', 'が', 'ない', 'から', '書物', 'を', '読む', 'ます', 'しかし', '読む', 'ば', '読む', 'だ', 'なり', 'だ', '打つ', '遣る', 'て', '置く', 'ます', '私', 'は', '妻', 'から', '何', 'の', 'ため', 'に', '勉強', 'する', 'の', 'か', 'という', '質問', 'を', 'たびたび', '受ける', 'ます', 'た', '私', 'は', 'ただ', '苦笑', 'する', 'て', 'いる', 'ます', 'た', 'しかし', '腹', 'の', '底', 'で', 'は', '世の中', 'で', '自分', 'が', '最も', '信愛', 'する', 'て', 'いる', 'たった', '一', '人', 'の', '人間', 'すら', '自分', 'を', '理解', 'する', 'て', 'いる', 'ない', 'の', 'か', 'と', '思う', 'と', '悲しい', 'た', 'の', 'です', '理解', 'する', 'せる', '手段', 'が', 'ある', 'のに', '理解', 'する', 'せる', '勇気', 'が', '出せる', 'ない', 'の', 'だ', 'と', '思う', 'と', 'ますます', '悲しい', 'た', 'の', 'です', '私', 'は', '寂寞', 'です', 'た', 'どこ', 'から', 'も', '切り離す', 'れる', 'て', '世の中', 'に', 'たった', '一', '人', '住む', 'で', 'いる', 'よう', 'だ', '気', 'の', 'する', 'た', '事', 'も', 'よく', 'ある', 'ます', 'た']"
